Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,29.389999389648438,28.59000015258789,28.790000915527344,29.18000030517578,3792300.0,28.84651756286621
2019-01-03,29.190000534057617,28.389999389648438,29.030000686645508,28.450000762939453,4278600.0,28.124858856201172
2019-01-04,30.549999237060547,29.06999969482422,29.09000015258789,30.389999389648438,4019500.0,30.042686462402344
2019-01-07,31.09000015258789,30.06999969482422,30.420000076293945,30.6200008392334,3211400.0,30.270057678222656
2019-01-08,31.479999542236328,30.809999465942383,31.020000457763672,31.360000610351562,3121600.0,31.001602172851562
2019-01-09,31.719999313354492,31.09000015258789,31.59000015258789,31.350000381469727,3049100.0,30.991716384887695
2019-01-10,31.56999969482422,30.700000762939453,31.0,31.56999969482422,2534100.0,31.20920181274414
2019-01-11,31.649999618530273,30.75,31.3799991607666,31.639999389648438,3577800.0,31.278400421142578
2019-01-14,31.68000030517578,30.860000610351562,31.100000381469727,31.3799991607666,2572700.0,31.02136993408203
2019-01-15,31.59000015258789,30.920000076293945,31.350000381469727,31.399999618530273,2271800.0,31.0411434173584
2019-01-16,31.969999313354492,31.100000381469727,31.360000610351562,31.489999771118164,2526200.0,31.13011360168457
2019-01-17,32.29999923706055,31.360000610351562,31.3799991607666,31.959999084472656,2285500.0,31.594741821289062
2019-01-18,32.560001373291016,31.809999465942383,32.119998931884766,32.20000076293945,3763300.0,31.832002639770508
2019-01-22,32.02000045776367,30.829999923706055,31.90999984741211,30.969999313354492,4191300.0,30.616056442260742
2019-01-23,31.389999389648438,30.540000915527344,30.969999313354492,31.15999984741211,3463100.0,30.803884506225586
2019-01-24,31.43000030517578,30.920000076293945,31.100000381469727,31.010000228881836,2637500.0,30.65559959411621
2019-01-25,32.380001068115234,31.56999969482422,31.75,31.889999389648438,3355700.0,31.52553939819336
2019-01-28,31.709999084472656,30.899999618530273,31.450000762939453,31.59000015258789,3836500.0,31.228973388671875
2019-01-29,32.18000030517578,31.530000686645508,31.790000915527344,31.780000686645508,3083500.0,31.41680145263672
2019-01-30,32.04999923706055,31.31999969482422,31.979999542236328,31.90999984741211,1844700.0,31.545312881469727
2019-01-31,32.31999969482422,31.229999542236328,31.610000610351562,32.279998779296875,2801800.0,31.911083221435547
2019-02-01,32.66999816894531,32.13999938964844,32.33000183105469,32.599998474121094,2867700.0,32.2274284362793
2019-02-04,32.560001373291016,31.760000228881836,32.4900016784668,31.950000762939453,4630500.0,31.58485984802246
2019-02-05,32.209999084472656,31.770000457763672,31.969999313354492,32.20000076293945,3108100.0,31.832002639770508
2019-02-06,32.5,31.8700008392334,31.940000534057617,32.459999084472656,2814800.0,32.089027404785156
2019-02-07,32.119998931884766,31.010000228881836,32.08000183105469,31.399999618530273,4198600.0,31.0411434173584
2019-02-08,31.440000534057617,30.649999618530273,31.040000915527344,31.190000534057617,4450400.0,30.833541870117188
2019-02-11,31.40999984741211,30.329999923706055,31.309999465942383,30.920000076293945,4371600.0,30.56662940979004
2019-02-12,32.119998931884766,31.15999984741211,31.309999465942383,31.889999389648438,4936400.0,31.52553939819336
2019-02-13,32.619998931884766,32.0,32.0,32.060001373291016,3979500.0,31.693603515625
2019-02-14,32.56999969482422,31.719999313354492,31.899999618530273,31.940000534057617,3144600.0,31.57497215270996
2019-02-15,32.369998931884766,31.719999313354492,32.310001373291016,32.11000061035156,4556800.0,31.743032455444336
2019-02-19,32.4900016784668,31.25,31.75,32.279998779296875,3519400.0,31.911083221435547
2019-02-20,33.72999954223633,32.29999923706055,32.29999923706055,33.47999954223633,3961500.0,33.097373962402344
2019-02-21,33.88999938964844,33.0,33.869998931884766,33.16999816894531,3452700.0,32.79091262817383
2019-02-22,32.91999816894531,32.13999938964844,32.75,32.29999923706055,4813600.0,31.930856704711914
2019-02-25,33.22999954223633,32.5,32.84000015258789,32.77000045776367,5904200.0,32.395484924316406
2019-02-26,33.90999984741211,31.020000457763672,33.02000045776367,31.440000534057617,10162200.0,31.0806884765625
2019-02-27,32.4900016784668,31.25,31.389999389648438,32.16999816894531,6092800.0,31.80234146118164
2019-02-28,32.09000015258789,30.959999084472656,32.0099983215332,31.270000457763672,5143300.0,30.912630081176758
2019-03-01,31.6200008392334,30.790000915527344,31.40999984741211,31.0,4901700.0,30.645713806152344
2019-03-04,31.25,30.270000457763672,31.110000610351562,30.81999969482422,5028700.0,30.467769622802734
2019-03-05,31.110000610351562,29.81999969482422,30.760000228881836,29.889999389648438,6366800.0,29.548398971557617
2019-03-06,30.010000228881836,29.15999984741211,29.850000381469727,29.229999542236328,4113300.0,28.920129776000977
2019-03-07,28.799999237060547,27.809999465942383,28.770000457763672,27.920000076293945,7962600.0,27.6240177154541
2019-03-08,28.3700008392334,27.540000915527344,27.65999984741211,28.020000457763672,5647100.0,27.722957611083984
2019-03-11,28.739999771118164,28.09000015258789,28.219999313354492,28.709999084472656,4026300.0,28.405643463134766
2019-03-12,29.06999969482422,28.639999389648438,28.739999771118164,28.670000076293945,3499200.0,28.366069793701172
2019-03-13,29.15999984741211,28.65999984741211,28.969999313354492,28.75,3813400.0,28.445219039916992
2019-03-14,28.719999313354492,28.209999084472656,28.600000381469727,28.3799991607666,3686700.0,28.079139709472656
2019-03-15,29.010000228881836,28.31999969482422,28.360000610351562,28.709999084472656,6043600.0,28.405643463134766
2019-03-18,28.979999542236328,28.520000457763672,28.81999969482422,28.639999389648438,3341900.0,28.33638572692871
